Ensembl,Module
ENSG00000038210,11_Parikshak2016
ENSG00000038219,11_Parikshak2016
ENSG00000163536,3_Parikshak2016
ENSG00000038295,11_Parikshak2016
ENSG00000038358,11_Parikshak2016
ENSG00000038382,20_Parikshak2016
ENSG00000038427,2_Parikshak2016
ENSG00000038532,24_Parikshak2016
ENSG00000038945,18_Parikshak2016
ENSG00000039068,2_Parikshak2016
ENSG00000039123,5_Parikshak2016
ENSG00000039139,13_Parikshak2016
ENSG00000039319,2_Parikshak2016
ENSG00000039523,24_Parikshak2016
ENSG00000039560,11_Parikshak2016
ENSG00000039650,11_Parikshak2016
ENSG00000040199,25_Parikshak2016
ENSG00000040275,24_Parikshak2016
ENSG00000040341,16_Parikshak2016
ENSG00000040487,11_Parikshak2016
ENSG00000040531,2_Parikshak2016
ENSG00000040608,25_Parikshak2016
ENSG00000040633,3_Parikshak2016
ENSG00000040731,25_Parikshak2016
ENSG00000040933,3_Parikshak2016
ENSG00000041353,3_Parikshak2016
ENSG00000041357,3_Parikshak2016
ENSG00000041515,25_Parikshak2016
ENSG00000041802,11_Parikshak2016
ENSG00000041880,1_Parikshak2016
ENSG00000041982,2_Parikshak2016
ENSG00000041988,11_Parikshak2016
ENSG00000042062,11_Parikshak2016
ENSG00000042088,11_Parikshak2016
ENSG00000042286,24_Parikshak2016
ENSG00000042317,11_Parikshak2016
ENSG00000042429,11_Parikshak2016
ENSG00000042445,11_Parikshak2016
ENSG00000042493,9_Parikshak2016
ENSG00000042753,10_Parikshak2016
ENSG00000042781,11_Parikshak2016
ENSG00000042832,11_Parikshak2016
ENSG00000042980,18_Parikshak2016
ENSG00000043093,11_Parikshak2016
ENSG00000043143,10_Parikshak2016
ENSG00000043355,9_Parikshak2016
ENSG00000043462,11_Parikshak2016
ENSG00000043514,11_Parikshak2016
ENSG00000043591,11_Parikshak2016
ENSG00000044090,11_Parikshak2016
ENSG00000044115,2_Parikshak2016
ENSG00000044446,2_Parikshak2016
ENSG00000044459,11_Parikshak2016
ENSG00000044524,25_Parikshak2016
ENSG00000044574,11_Parikshak2016
ENSG00000046604,20_Parikshak2016
ENSG00000046647,2_Parikshak2016
ENSG00000046651,23_Parikshak2016
ENSG00000046653,9_Parikshak2016
ENSG00000046889,9_Parikshak2016
ENSG00000047056,16_Parikshak2016
ENSG00000047188,11_Parikshak2016
ENSG00000047230,2_Parikshak2016
ENSG00000047249,3_Parikshak2016
ENSG00000047315,3_Parikshak2016
ENSG00000047346,11_Parikshak2016
ENSG00000047365,2_Parikshak2016
ENSG00000047410,11_Parikshak2016
ENSG00000047457,19_Parikshak2016
ENSG00000047578,24_Parikshak2016
ENSG00000047579,13_Parikshak2016
ENSG00000047617,11_Parikshak2016
ENSG00000047621,25_Parikshak2016
ENSG00000047634,11_Parikshak2016
ENSG00000047644,2_Parikshak2016
ENSG00000047648,11_Parikshak2016
ENSG00000047662,20_Parikshak2016
ENSG00000047849,2_Parikshak2016
ENSG00000047932,10_Parikshak2016
ENSG00000047936,1_Parikshak2016
ENSG00000048028,24_Parikshak2016
ENSG00000272137,24_Parikshak2016
ENSG00000048140,25_Parikshak2016
ENSG00000048342,11_Parikshak2016
ENSG00000048392,3_Parikshak2016
ENSG00000062598,24_Parikshak2016
ENSG00000048471,2_Parikshak2016
ENSG00000048540,25_Parikshak2016
ENSG00000048544,3_Parikshak2016
ENSG00000048545,11_Parikshak2016
ENSG00000048649,24_Parikshak2016
ENSG00000048707,3_Parikshak2016
ENSG00000048740,25_Parikshak2016
ENSG00000048828,22_Parikshak2016
ENSG00000048991,25_Parikshak2016
ENSG00000049089,2_Parikshak2016
ENSG00000049130,3_Parikshak2016
ENSG00000049167,11_Parikshak2016
ENSG00000049192,20_Parikshak2016
ENSG00000049239,2_Parikshak2016
ENSG00000049245,2_Parikshak2016
ENSG00000049246,24_Parikshak2016
ENSG00000049283,7_Parikshak2016
ENSG00000049323,15_Parikshak2016
ENSG00000049449,11_Parikshak2016
ENSG00000049540,2_Parikshak2016
ENSG00000049541,11_Parikshak2016
ENSG00000049618,11_Parikshak2016
ENSG00000049656,3_Parikshak2016
ENSG00000049759,25_Parikshak2016
ENSG00000049769,10_Parikshak2016
ENSG00000049860,11_Parikshak2016
ENSG00000049883,4_Parikshak2016
ENSG00000050030,25_Parikshak2016
ENSG00000050165,10_Parikshak2016
ENSG00000050344,11_Parikshak2016
ENSG00000050393,11_Parikshak2016
ENSG00000050405,11_Parikshak2016
ENSG00000050426,3_Parikshak2016
ENSG00000100802,2_Parikshak2016
ENSG00000050555,20_Parikshak2016
ENSG00000050628,25_Parikshak2016
ENSG00000050730,11_Parikshak2016
ENSG00000113966,25_Parikshak2016
ENSG00000050767,11_Parikshak2016
ENSG00000050820,11_Parikshak2016
ENSG00000051009,25_Parikshak2016
ENSG00000051108,11_Parikshak2016
ENSG00000051128,2_Parikshak2016
ENSG00000051341,6_Parikshak2016
ENSG00000051382,10_Parikshak2016
ENSG00000051523,18_Parikshak2016
ENSG00000051596,11_Parikshak2016
ENSG00000051620,9_Parikshak2016
ENSG00000051825,11_Parikshak2016
ENSG00000052126,11_Parikshak2016
ENSG00000052723,11_Parikshak2016
ENSG00000052749,1_Parikshak2016
ENSG00000052795,11_Parikshak2016
ENSG00000052802,11_Parikshak2016
ENSG00000052841,11_Parikshak2016
ENSG00000052850,11_Parikshak2016
ENSG00000053108,4_Parikshak2016
ENSG00000053254,11_Parikshak2016
ENSG00000053328,1_Parikshak2016
ENSG00000053371,14_Parikshak2016
ENSG00000053372,3_Parikshak2016
ENSG00000053501,11_Parikshak2016
ENSG00000053524,6_Parikshak2016
ENSG00000053747,11_Parikshak2016
ENSG00000053770,11_Parikshak2016
ENSG00000053900,11_Parikshak2016
ENSG00000053918,18_Parikshak2016
ENSG00000123200,24_Parikshak2016
ENSG00000054118,11_Parikshak2016
ENSG00000054148,21_Parikshak2016
ENSG00000054179,14_Parikshak2016
ENSG00000128881,10_Parikshak2016
ENSG00000054277,3_Parikshak2016
ENSG00000054282,11_Parikshak2016
ENSG00000054356,25_Parikshak2016
ENSG00000054392,1_Parikshak2016
ENSG00000054523,4_Parikshak2016
ENSG00000054598,18_Parikshak2016
ENSG00000054611,11_Parikshak2016
ENSG00000054654,24_Parikshak2016
ENSG00000054690,2_Parikshak2016
ENSG00000054793,16_Parikshak2016
ENSG00000143155,3_Parikshak2016
ENSG00000054965,25_Parikshak2016
ENSG00000054967,2_Parikshak2016
ENSG00000054983,2_Parikshak2016
ENSG00000055044,24_Parikshak2016
ENSG00000055070,9_Parikshak2016
ENSG00000055118,25_Parikshak2016
ENSG00000055130,3_Parikshak2016
ENSG00000055147,11_Parikshak2016
ENSG00000055163,16_Parikshak2016
ENSG00000055208,11_Parikshak2016
ENSG00000055211,2_Parikshak2016
ENSG00000055332,11_Parikshak2016
ENSG00000055483,24_Parikshak2016
ENSG00000145920,3_Parikshak2016
ENSG00000055917,25_Parikshak2016
ENSG00000055950,3_Parikshak2016
ENSG00000055955,11_Parikshak2016
ENSG00000056050,11_Parikshak2016
ENSG00000056097,20_Parikshak2016
ENSG00000056277,24_Parikshak2016
ENSG00000056291,11_Parikshak2016
ENSG00000056487,11_Parikshak2016
ENSG00000056558,2_Parikshak2016
ENSG00000056586,11_Parikshak2016
ENSG00000056661,24_Parikshak2016
ENSG00000056736,9_Parikshak2016
ENSG00000056972,23_Parikshak2016
ENSG00000056998,11_Parikshak2016
ENSG00000057019,11_Parikshak2016
ENSG00000057252,11_Parikshak2016
ENSG00000057294,11_Parikshak2016
ENSG00000057468,24_Parikshak2016
ENSG00000057593,11_Parikshak2016
ENSG00000057608,3_Parikshak2016
ENSG00000057657,11_Parikshak2016
ENSG00000155858,3_Parikshak2016
ENSG00000057704,2_Parikshak2016
ENSG00000057757,3_Parikshak2016
ENSG00000057935,25_Parikshak2016
ENSG00000058056,11_Parikshak2016
ENSG00000058063,11_Parikshak2016
ENSG00000058091,10_Parikshak2016
ENSG00000058262,11_Parikshak2016
ENSG00000058272,11_Parikshak2016
ENSG00000164830,16_Parikshak2016
ENSG00000058404,3_Parikshak2016
ENSG00000058453,24_Parikshak2016
ENSG00000058600,11_Parikshak2016
ENSG00000058668,11_Parikshak2016
ENSG00000058673,24_Parikshak2016
ENSG00000058799,3_Parikshak2016
ENSG00000058804,3_Parikshak2016
ENSG00000166908,16_Parikshak2016
ENSG00000059122,1_Parikshak2016
ENSG00000059145,2_Parikshak2016
ENSG00000059377,18_Parikshak2016
ENSG00000059378,19_Parikshak2016
ENSG00000059573,11_Parikshak2016
ENSG00000059588,11_Parikshak2016
ENSG00000059691,10_Parikshak2016
ENSG00000059728,11_Parikshak2016
ENSG00000059758,3_Parikshak2016
ENSG00000059804,11_Parikshak2016
ENSG00000059915,11_Parikshak2016
ENSG00000060069,2_Parikshak2016
ENSG00000060138,19_Parikshak2016
ENSG00000060140,25_Parikshak2016
ENSG00000060237,2_Parikshak2016
ENSG00000060339,11_Parikshak2016
ENSG00000060491,11_Parikshak2016
ENSG00000060558,11_Parikshak2016
ENSG00000060642,11_Parikshak2016
ENSG00000060656,1_Parikshak2016
ENSG00000060688,2_Parikshak2016
ENSG00000060709,25_Parikshak2016
ENSG00000060718,20_Parikshak2016
ENSG00000060749,11_Parikshak2016
ENSG00000060762,2_Parikshak2016
ENSG00000060971,24_Parikshak2016
ENSG00000060982,11_Parikshak2016
ENSG00000061273,23_Parikshak2016
ENSG00000272343,11_Parikshak2016
ENSG00000061656,11_Parikshak2016
ENSG00000061676,3_Parikshak2016
ENSG00000061794,3_Parikshak2016
ENSG00000061918,3_Parikshak2016
ENSG00000061936,24_Parikshak2016
ENSG00000061938,24_Parikshak2016
ENSG00000061987,2_Parikshak2016
ENSG00000062038,20_Parikshak2016
ENSG00000062096,14_Parikshak2016
ENSG00000062194,2_Parikshak2016
ENSG00000062282,11_Parikshak2016
ENSG00000062370,11_Parikshak2016
ENSG00000062485,4_Parikshak2016
ENSG00000062524,11_Parikshak2016
ENSG00000055609,23_Parikshak2016
ENSG00000062650,11_Parikshak2016
